months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
461,28,IL,500/1000,500,2211.27,0,MALE,JD,sales,movies,other-relative,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,None,SC,Hillsdale,11,4,NO,0,0,YES,43382.82,6047.76,7824.79,29510.27,Jeep,2006,Y
214,59,IN,100/300,500,1042.98,0,MALE,College,sales,exercise,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,2,4,?,0,1,?,108361.39,21116.05,24073.99,63171.35,Accura,2013,Y
251,55,IN,100/300,500,1317.66,0,MALE,Masters,armed-forces,sleeping,other-relative,0,-97903,Multi-vehicle Collision,?,Total Loss,Police,PA,Arlington,8,1,NO,0,0,NO,71852.59,15118.7,9308.54,47425.35,Audi,2006,N
189,21,IN,100/300,1000,1952.03,0,FEMALE,Masters,exec-managerial,camping,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Arlington,14,3,NO,2,1,NO,83615.42,13781.02,16190.84,53643.56,BMW,2018,N
295,70,IL,500/1000,2000,698.11,0,FEMALE,JD,tech-support,chest,own-child,0,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Other,PA,Columbus,20,2,YES,1,2,YES,35660.68,4329.99,9262.88,22067.81,Mercedes,2007,Y
212,50,IN,500/1000,1000,2011.07,1000000,FEMALE,Masters,priv-house-serv,cross-fit,not-in-family,0,-19928,Multi-vehicle Collision,?,Major Damage,Fire,OH,Hillsdale,14,1,YES,0,3,YES,102473.93,29680.81,14012.57,58780.55,Honda,1999,N
207,24,IN,500/1000,1000,720.95,0,FEMALE,Associate,prof-specialty,cross-fit,unmarried,13080,-95488,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,5,3,YES,0,1,?,16381.85,3368.67,4324.19,8688.99,Toyota,2007,Y
236,73,IL,100/300,2000,2328.91,0,FEMALE,Masters,armed-forces,exercise,other-relative,0,-64382,Multi-vehicle Collision,?,Trivial Damage,Fire,NC,Springfield,23,4,YES,2,0,?,84030.91,23484.67,10914.56,49631.68,Accura,2016,Y
337,58,IN,250/500,500,1052.68,0,MALE,PhD,sales,cross-fit,own-child,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,None,WV,Arlington,17,2,YES,0,0,NO,65366.57,10394.08,16274.58,38697.91,Honda,2018,N
366,25,IL,500/1000,2000,1651.2,0,FEMALE,PhD,craft-repair,base-jumping,not-in-family,0,0,Vehicle Theft,Side Collision,Total Loss,Other,NY,Riverview,0,3,YES,0,1,YES,68057.6,7243.45,7549.69,53264.46,Mercedes,2002,N
52,54,OH,500/1000,1000,734.31,0,FEMALE,High School,other-service,chess,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Hillsdale,23,2,YES,0,0,?,2115.8,288.54,381.38,1445.88,Nissan,2000,N
279,68,IN,250/500,500,1038.99,0,MALE,Masters,tech-support,cross-fit,own-child,0,-49962,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,OH,Northbrook,20,1,NO,1,3,NO,53012.44,13897.7,13068.79,26045.95,Saab,2001,N
409,27,IL,500/1000,500,1307.91,0,MALE,Masters,exec-managerial,cross-fit,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,22,4,?,2,1,?,96118.03,14531.06,16748.14,64838.83,Dodge,2003,Y
216,60,OH,250/500,1000,1474.1,0,FEMALE,College,prof-specialty,chest,not-in-family,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Arlington,20,1,YES,1,0,?,3264.7,732.11,530.53,2002.06,Accura,2010,N
251,74,IN,100/300,500,500.13,0,FEMALE,PhD,craft-repair,base-jumping,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,OH,Northbend,23,3,?,1,3,?,114088.43,20493.96,22325.13,71269.34,Mercedes,2009,N
187,32,IN,250/500,500,2277.31,0,FEMALE,PhD,other-service,chest,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,PA,Springfield,16,4,?,0,3,?,28887.12,6987.73,5768.13,16131.26,Volkswagen,1995,Y
379,55,IL,250/500,2000,515.35,0,FEMALE,MD,prof-specialty,camping,husband,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,Other,WV,Riverview,12,3,?,1,2,YES,79071.93,11617.93,8566.73,58887.27,Chevrolet,2013,Y
492,32,OH,100/300,2000,2047.37,0,MALE,MD,sales,sleeping,own-child,0,-32101,Single Vehicle Collision,Front Collision,Major Damage,None,VA,Hillsdale,7,1,?,2,3,NO,74924.54,12280.67,9548.98,53094.89,Dodge,2016,Y
40,22,IL,500/1000,1000,1441.16,2000000,FEMALE,High School,priv-house-serv,chess,not-in-family,0,-73455,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,PA,Springfield,1,2,YES,0,0,?,75711.12,11229.1,15827.86,48654.16,Toyota,2018,Y
156,46,IN,100/300,1000,1547.76,0,FEMALE,PhD,machine-op-inspct,golf,not-in-family,0,-97332,Multi-vehicle Collision,Side Collision,Total Loss,None,OH,Arlington,2,1,?,0,1,YES,5518.11,838.51,1109.65,3569.95,Honda,2011,N
14,36,IN,500/1000,1000,916.53,0,MALE,High School,exec-managerial,reading,not-in-family,0,0,Vehicle Theft,Front Collision,Minor Damage,None,VA,Riverview,20,4,NO,1,3,?,98418.31,18347.29,18335.84,61735.18,Audi,2015,N
300,71,IN,500/1000,500,1714.74,0,FEMALE,Masters,armed-forces,base-jumping,not-in-family,2982,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,3,4,YES,0,0,?,109145.84,14375.11,19791.0,74979.73,Saab,2022,N
64,68,IN,250/500,1000,1574.46,0,MALE,Masters,tech-support,exercise,not-in-family,44000,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Hillsdale,17,3,YES,1,3,YES,82711.17,8694.22,9116.31,64900.64,Accura,1999,N
344,27,OH,100/300,2000,828.47,0,MALE,PhD,exec-managerial,chess,other-relative,0,-60784,Single Vehicle Collision,?,Major Damage,Other,PA,Northbend,14,1,NO,0,3,NO,107855.7,31265.26,12345.72,64244.72,BMW,2010,Y
326,29,OH,250/500,500,976.24,0,MALE,Associate,prof-specialty,chess,own-child,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Riverview,20,2,YES,2,1,YES,10245.09,1235.75,2808.81,6200.53,Jeep,2017,N
8,71,IL,100/300,1000,633.81,0,MALE,High School,other-service,exercise,own-child,63594,0,Multi-vehicle Collision,Rear Collision,Minor Damage,None,NY,Northbend,2,2,YES,0,3,NO,102987.41,15819.58,18757.75,68410.08,Audi,2012,N
343,21,IL,100/300,500,632.57,0,MALE,Associate,sales,exercise,husband,0,0,Single Vehicle Collision,?,Total Loss,Police,PA,Hillsdale,0,2,?,1,1,NO,34227.54,8615.07,6059.73,19552.74,Audi,2005,Y
128,48,IL,250/500,500,527.55,0,FEMALE,Masters,tech-support,paintball,unmarried,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Police,PA,Hillsdale,5,1,NO,0,3,YES,117224.26,26771.53,13040.69,77412.04,Audi,2017,Y
491,35,IN,500/1000,500,940.95,3000000,FEMALE,College,priv-house-serv,sleeping,husband,0,0,Parked Car,?,Major Damage,Ambulance,OH,Northbend,14,2,?,2,3,?,66977.09,17393.92,8338.17,41245.0,BMW,2020,N
135,33,IL,500/1000,1000,1859.32,0,MALE,JD,transport-moving,paintball,wife,87513,0,Single Vehicle Collision,Front Collision,Minor Damage,None,VA,Columbus,19,4,YES,0,3,NO,62831.05,11219.88,9247.29,42363.88,Nissan,2016,Y
471,57,OH,100/300,500,1132.43,1000000,FEMALE,High School,machine-op-inspct,camping,wife,3585,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,14,1,NO,2,3,YES,91780.31,18554.01,22106.41,51119.89,Nissan,2012,N
62,53,IL,500/1000,500,1185.47,0,MALE,Masters,other-service,paintball,wife,0,0,Vehicle Theft,Side Collision,Minor Damage,Fire,OH,Hillsdale,6,3,YES,0,3,NO,70838.08,10907.38,20190.44,39740.26,Honda,1996,N
138,42,IL,250/500,500,763.81,0,MALE,MD,transport-moving,sleeping,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,None,VA,Columbus,3,3,NO,0,2,?,89426.51,9616.11,19202.72,60607.68,Audi,1995,Y
498,40,OH,250/500,2000,1650.94,2000000,FEMALE,PhD,machine-op-inspct,exercise,wife,0,-52,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Hillsdale,5,4,YES,2,2,YES,41300.06,5823.18,9071.51,26405.37,Volkswagen,2022,N
80,29,OH,250/500,1000,1184.29,0,FEMALE,MD,exec-managerial,exercise,other-relative,17758,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,OH,Columbus,5,3,NO,1,0,NO,89214.6,24985.92,17405.79,46822.89,Accura,2021,N
391,51,IN,100/300,2000,1852.63,2000000,FEMALE,JD,transport-moving,paintball,own-child,0,-6237,Parked Car,Rear Collision,Minor Damage,Fire,VA,Springfield,23,4,?,2,0,?,79737.99,23123.02,10462.92,46152.05,Audi,2019,N
162,53,OH,100/300,500,1982.92,0,FEMALE,JD,exec-managerial,golf,other-relative,25068,-68966,Multi-vehicle Collision,?,Total Loss,Ambulance,NY,Northbrook,17,2,NO,1,2,NO,113437.96,25882.89,19152.43,68402.64,Audi,2010,N
418,54,OH,500/1000,500,1669.39,3000000,FEMALE,High School,transport-moving,movies,other-relative,0,-82461,Multi-vehicle Collision,?,Trivial Damage,Other,VA,Northbrook,5,4,YES,0,2,?,80746.97,22819.14,23011.89,34915.94,Chevrolet,2010,N
288,20,IL,250/500,2000,1052.14,0,MALE,MD,tech-support,exercise,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,PA,Hillsdale,21,1,NO,1,1,?,30122.0,3739.09,5412.34,20970.57,Toyota,2009,N
378,26,OH,250/500,500,1517.22,0,FEMALE,College,exec-managerial,camping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,PA,Riverview,17,4,?,1,2,NO,46074.84,11602.76,7117.87,27354.21,Dodge,2002,Y
260,70,IN,100/300,2000,1003.86,0,FEMALE,JD,tech-support,reading,other-relative,0,-21407,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,15,1,NO,2,1,YES,78630.58,20315.18,10230.11,48085.29,BMW,1997,N
489,35,IL,100/300,500,2305.83,0,FEMALE,High School,exec-managerial,chest,wife,31050,-40917,Multi-vehicle Collision,?,Trivial Damage,Police,PA,Columbus,0,4,?,1,3,NO,27884.77,7309.56,5450.98,15124.23,Chevrolet,2016,N
230,60,IN,100/300,500,2032.77,0,FEMALE,Associate,priv-house-serv,sleeping,unmarried,58763,-2147,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,12,2,?,0,1,NO,48291.91,13125.89,13433.87,21732.15,Suburu,2016,Y
40,52,OH,250/500,500,1486.01,5000000,FEMALE,PhD,tech-support,camping,own-child,15577,0,Single Vehicle Collision,Front Collision,Trivial Damage,Fire,NC,Northbend,18,3,YES,0,3,NO,58929.49,9257.53,15723.32,33948.64,Chevrolet,2010,Y
27,74,IN,250/500,500,2430.91,0,FEMALE,Associate,priv-house-serv,paintball,wife,95578,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Fire,WV,Springfield,1,4,YES,0,0,?,40219.61,6043.91,6353.63,27822.07,BMW,2015,Y
134,72,IN,500/1000,1000,1593.51,0,MALE,College,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,OH,Arlington,16,2,NO,0,0,YES,65173.03,15842.83,13703.65,35626.55,Volkswagen,1999,N
200,51,OH,250/500,1000,1157.07,0,MALE,Masters,sales,cross-fit,other-relative,0,0,Multi-vehicle Collision,Front Collision,Total Loss,None,NC,Northbrook,16,3,?,1,2,?,117346.15,21341.95,21686.24,74317.96,BMW,2020,Y
327,58,OH,500/1000,1000,690.93,0,MALE,JD,exec-managerial,paintball,not-in-family,24058,0,Multi-vehicle Collision,?,Minor Damage,Fire,VA,Springfield,0,2,?,1,2,?,32070.77,9516.41,4447.7,18106.66,Chevrolet,2013,N
267,31,IL,500/1000,2000,1587.49,0,MALE,PhD,tech-support,movies,not-in-family,9977,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,VA,Riverview,4,1,YES,1,0,?,34753.48,10303.32,10078.9,14371.26,Audi,2005,N
417,21,IL,250/500,2000,2220.83,0,MALE,MD,sales,exercise,husband,57288,0,Single Vehicle Collision,Side Collision,Major Damage,None,WV,Columbus,2,3,YES,0,3,NO,52916.06,10848.45,11250.46,30817.15,Audi,2002,Y
32,46,IL,500/1000,2000,2233.44,0,FEMALE,High School,priv-house-serv,base-jumping,own-child,76108,0,Single Vehicle Collision,Rear Collision,Trivial Damage,Other,WV,Columbus,8,3,?,1,0,NO,9183.11,2678.07,1631.83,4873.21,Accura,2016,N
47,58,OH,500/1000,2000,1709.13,0,MALE,PhD,other-service,camping,other-relative,0,-99465,Single Vehicle Collision,Front Collision,Trivial Damage,Other,OH,Springfield,17,3,YES,1,0,?,59371.59,17165.99,7832.27,34373.33,Toyota,2001,Y
406,62,IN,100/300,1000,1286.88,0,FEMALE,Masters,machine-op-inspct,camping,unmarried,0,0,Parked Car,?,Major Damage,Fire,OH,Springfield,14,1,NO,2,3,YES,4751.82,518.69,1420.99,2812.14,Volkswagen,2004,N
61,67,IN,250/500,2000,1800.59,0,MALE,JD,exec-managerial,paintball,other-relative,96319,-51260,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,19,2,YES,0,2,NO,62340.2,14045.07,9795.78,38499.35,BMW,2018,N
215,32,IL,500/1000,2000,2024.28,4000000,MALE,Associate,transport-moving,golf,husband,73318,0,Vehicle Theft,Front Collision,Total Loss,Fire,NC,Riverview,12,2,NO,0,0,?,68616.37,10550.73,16711.73,41353.91,Mercedes,2008,N
292,45,IL,500/1000,2000,1323.25,0,FEMALE,JD,exec-managerial,chess,wife,0,0,Parked Car,Side Collision,Minor Damage,Fire,NY,Springfield,9,3,YES,0,3,NO,77019.0,12101.03,22474.65,42443.32,Honda,2000,N
98,59,OH,500/1000,500,1452.51,0,FEMALE,Masters,armed-forces,paintball,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverview,11,1,NO,0,1,NO,111721.32,16416.34,16346.6,78958.38,Toyota,2015,N
171,33,IN,250/500,2000,1861.23,0,MALE,MD,transport-moving,cross-fit,own-child,0,0,Parked Car,Side Collision,Major Damage,Other,SC,Riverview,23,4,?,1,1,?,42051.91,4413.51,6080.25,31558.15,Suburu,2020,N
359,29,IL,100/300,500,2253.31,0,MALE,High School,sales,reading,unmarried,92636,0,Multi-vehicle Collision,?,Total Loss,Police,PA,Columbus,16,3,YES,1,0,?,94151.92,19636.01,25514.16,49001.75,Nissan,2013,N
213,69,OH,100/300,2000,2082.02,5000000,MALE,JD,priv-house-serv,base-jumping,not-in-family,0,0,Vehicle Theft,Rear Collision,Major Damage,Other,NY,Arlington,3,2,NO,0,2,NO,95268.24,21366.31,23919.33,49982.6,Chevrolet,2013,Y
474,22,IL,250/500,2000,544.78,4000000,FEMALE,High School,exec-managerial,chest,own-child,0,0,Parked Car,Front Collision,Trivial Damage,Other,OH,Northbrook,15,3,NO,2,2,YES,31438.45,4403.26,6335.78,20699.41,Nissan,2007,Y
34,51,OH,250/500,500,748.74,3000000,MALE,MD,armed-forces,exercise,own-child,65374,-97354,Single Vehicle Collision,?,Trivial Damage,None,SC,Hillsdale,15,3,YES,1,1,YES,16652.46,4265.24,4532.29,7854.93,Dodge,1995,Y
448,59,IN,250/500,2000,2205.56,0,FEMALE,High School,machine-op-inspct,cross-fit,wife,52427,0,Multi-vehicle Collision,?,Trivial Damage,Fire,WV,Riverview,16,3,YES,2,3,YES,18768.69,4947.19,4187.89,9633.61,Nissan,2020,N
226,18,OH,250/500,500,2167.65,0,FEMALE,PhD,prof-specialty,chest,husband,0,-52691,Multi-vehicle Collision,Front Collision,Trivial Damage,Other,VA,Arlington,22,4,?,0,1,?,77386.51,16130.92,12432.71,48822.88,Jeep,2003,N
100,56,IL,100/300,2000,1277.61,0,FEMALE,PhD,sales,chest,wife,0,0,Vehicle Theft,Side Collision,Major Damage,Other,WV,Northbend,20,4,?,0,3,?,73196.03,10080.21,14578.04,48537.78,Accura,2002,N
430,49,IL,500/1000,2000,1668.56,0,FEMALE,MD,priv-house-serv,chest,wife,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,Other,OH,Northbend,0,3,NO,0,0,?,37361.99,8835.66,7121.85,21404.48,Dodge,2010,Y
461,43,IN,500/1000,500,2311.69,0,FEMALE,MD,transport-moving,cross-fit,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Northbend,18,3,YES,0,3,YES,49930.2,7130.84,8219.25,34580.11,Audi,1999,Y
130,34,IN,250/500,1000,2323.12,0,FEMALE,Masters,other-service,movies,husband,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Northbend,2,1,NO,2,0,NO,33928.42,4511.72,8638.32,20778.38,Jeep,2017,N
256,65,IL,250/500,500,2066.19,0,MALE,High School,tech-support,movies,not-in-family,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Springfield,5,2,NO,2,2,NO,22777.81,5334.79,4735.21,12707.81,Jeep,2009,N
4,44,IL,500/1000,1000,919.18,0,FEMALE,JD,sales,chest,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,None,PA,Arlington,20,2,YES,1,2,YES,19835.8,2354.58,3447.6,14033.62,Ford,2013,N
217,41,IL,100/300,500,1960.57,0,MALE,College,prof-specialty,chess,not-in-family,95633,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,18,1,NO,0,1,YES,54592.16,13896.95,14657.02,26038.19,Honda,2015,N
254,52,IN,250/500,1000,702.2,0,FEMALE,Associate,craft-repair,movies,husband,70507,-85157,Multi-vehicle Collision,?,Trivial Damage,Police,NC,Northbend,4,2,NO,2,0,NO,94845.81,15549.39,19867.38,59429.04,Toyota,2000,Y
397,63,IL,250/500,2000,2287.88,1000000,MALE,MD,craft-repair,golf,wife,87772,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Arlington,19,1,YES,0,1,NO,94399.45,18805.19,11937.68,63656.58,Dodge,2021,Y
358,59,IN,100/300,1000,798.3,0,FEMALE,Masters,exec-managerial,cross-fit,unmarried,0,-24947,Single Vehicle Collision,Side Collision,Total Loss,None,NY,Hillsdale,22,1,NO,0,3,NO,119092.38,32371.91,30798.5,55921.97,Accura,2010,N
282,71,IL,100/300,2000,1824.7,3000000,FEMALE,MD,prof-specialty,golf,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbend,23,4,NO,0,2,YES,116285.56,25621.16,27661.74,63002.66,Ford,2021,N
392,56,OH,100/300,500,1720.49,0,MALE,JD,armed-forces,camping,husband,0,-4122,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Springfield,10,4,YES,2,0,?,64214.7,7393.62,19053.14,37767.94,Volkswagen,2002,N
206,43,OH,250/500,1000,2053.8,0,FEMALE,MD,armed-forces,exercise,other-relative,48740,-93233,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,17,3,NO,2,3,?,10529.54,1059.87,2556.08,6913.59,Accura,1999,N
14,66,IL,100/300,2000,1603.16,0,MALE,PhD,machine-op-inspct,base-jumping,husband,42631,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Hillsdale,5,2,NO,1,2,NO,19418.69,4580.4,3947.54,10890.75,Toyota,2010,N
345,55,OH,250/500,500,619.13,0,FEMALE,College,prof-specialty,golf,other-relative,44212,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Springfield,17,2,YES,1,0,YES,108057.68,18758.23,30221.6,59077.85,Audi,2022,N
41,40,IN,250/500,1000,1911.69,1000000,MALE,High School,exec-managerial,movies,unmarried,0,-18201,Single Vehicle Collision,?,Total Loss,Ambulance,NC,Springfield,18,3,?,2,1,NO,55040.29,7725.26,9268.35,38046.68,Chevrolet,2010,Y
379,39,OH,100/300,2000,1266.31,0,MALE,College,machine-op-inspct,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbrook,16,1,?,1,3,YES,95465.9,19377.43,24469.77,51618.7,Dodge,1998,Y
460,21,OH,500/1000,1000,1140.57,2000000,FEMALE,MD,craft-repair,chess,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,5,3,YES,1,3,YES,73375.27,7480.29,8156.64,57738.34,Dodge,2006,N
178,66,IN,100/300,1000,2483.35,0,FEMALE,High School,prof-specialty,exercise,not-in-family,98328,-32371,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,5,4,NO,1,2,?,83042.48,18007.07,11136.84,53898.57,Audi,2007,Y
62,26,OH,500/1000,2000,1680.8,0,MALE,Masters,tech-support,base-jumping,unmarried,31400,0,Multi-vehicle Collision,Side Collision,Total Loss,None,WV,Northbend,19,2,?,0,1,?,112478.2,12484.58,24126.32,75867.3,Audi,2002,N
351,21,OH,100/300,2000,1921.44,0,FEMALE,MD,other-service,movies,not-in-family,94669,0,Single Vehicle Collision,?,Major Damage,Ambulance,PA,Columbus,17,1,NO,1,2,?,52402.28,9720.64,12211.65,30469.99,Dodge,2003,N
230,24,IL,100/300,500,1552.65,0,MALE,College,transport-moving,reading,unmarried,0,0,Parked Car,Side Collision,Major Damage,Fire,NY,Hillsdale,13,3,YES,2,0,YES,45072.79,13192.4,8933.66,22946.73,Dodge,2002,N
240,40,IN,250/500,2000,2039.95,0,MALE,Associate,exec-managerial,paintball,other-relative,0,0,Multi-vehicle Collision,Side Collision,Total Loss,None,NC,Columbus,5,1,NO,0,3,YES,34771.18,5283.66,8304.56,21182.96,Ford,2000,N
51,19,IN,250/500,2000,2004.15,0,MALE,College,priv-house-serv,paintball,own-child,0,0,Vehicle Theft,Rear Collision,Major Damage,Police,PA,Northbrook,4,2,YES,1,2,YES,95153.55,27269.85,28233.41,39650.29,Dodge,2004,N
95,66,IL,250/500,1000,1814.29,0,MALE,PhD,machine-op-inspct,sleeping,wife,1796,-56621,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Springfield,3,4,YES,1,3,NO,21499.43,5071.28,4897.71,11530.44,Honda,2018,N
387,41,IL,250/500,2000,2495.49,0,FEMALE,Associate,exec-managerial,chess,own-child,0,0,Vehicle Theft,Side Collision,Minor Damage,Other,WV,Arlington,8,3,YES,2,0,?,114757.28,24852.51,29345.0,60559.77,Mercedes,2007,N
221,57,OH,250/500,1000,1419.59,0,FEMALE,PhD,priv-house-serv,camping,own-child,88100,-73479,Multi-vehicle Collision,Rear Collision,Trivial Damage,Ambulance,NY,Arlington,11,1,YES,0,3,YES,117848.36,24712.11,16691.36,76444.89,Toyota,2008,N
484,72,OH,250/500,1000,1912.38,3000000,FEMALE,MD,craft-repair,paintball,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,None,OH,Arlington,2,3,YES,2,0,YES,45250.6,5649.71,9095.4,30505.49,Ford,2003,Y
406,48,OH,250/500,2000,2095.56,0,FEMALE,College,armed-forces,golf,own-child,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,None,OH,Springfield,12,4,?,1,3,?,109860.39,18743.37,30719.77,60397.25,Ford,2002,Y
230,64,IL,500/1000,2000,1252.07,0,MALE,MD,other-service,exercise,own-child,45694,-71180,Single Vehicle Collision,?,Total Loss,Other,WV,Columbus,10,2,?,1,0,?,24813.31,2730.86,6685.32,15397.13,Accura,2014,N
236,48,IN,500/1000,2000,1414.35,0,MALE,High School,exec-managerial,chess,other-relative,0,-77258,Multi-vehicle Collision,Front Collision,Major Damage,Police,PA,Arlington,1,3,?,0,1,?,88345.82,10813.9,11536.54,65995.38,Accura,2000,Y
142,64,OH,250/500,2000,2438.33,2000000,MALE,PhD,craft-repair,paintball,wife,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Other,WV,Arlington,7,3,NO,2,0,?,55217.66,9195.73,15404.57,30617.36,BMW,2019,N
170,57,IL,500/1000,500,564.58,0,FEMALE,Masters,prof-specialty,base-jumping,wife,0,0,Single Vehicle Collision,?,Major Damage,Ambulance,NY,Northbend,9,4,?,2,1,YES,97037.31,26231.6,20833.96,49971.75,BMW,1999,Y
28,65,IN,100/300,1000,1170.59,0,MALE,Associate,prof-specialty,exercise,own-child,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,None,NC,Springfield,11,2,?,0,3,?,114401.08,23733.64,23827.01,66840.43,Audi,2002,Y
35,68,IL,500/1000,500,1472.43,4000000,MALE,College,craft-repair,exercise,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,16,1,YES,1,0,NO,65794.87,9510.09,14709.99,41574.79,Suburu,2019,N
